Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type
660,2021-08-21 17:15:49,704494,car
661,2021-08-05 09:20:33,8603298,car
662,2021-08-12 22:36:25,4799222,car
663,2021-08-21 23:35:39,5004597,car
664,2021-08-03 06:56:46,7561863,car
665,2021-08-03 20:06:23,8591617,car
666,2021-08-20 01:05:05,5883883,car
667,2021-08-06 02:00:59,3813810,car
668,2021-08-05 14:04:38,2476675,truck
669,2021-07-30 20:27:55,5957485,car
670,2021-08-10 06:30:01,6064981,van
671,2021-07-29 17:01:07,6289285,car
672,2021-07-29 16:59:31,6164905,truck
673,2021-08-13 22:36:23,2657309,car
674,2021-08-12 07:51:22,1091632,car
675,2021-08-14 08:25:48,6236249,truck
676,2021-08-15 20:58:19,8118921,truck
677,2021-08-15 07:01:54,4930492,van
678,2021-08-19 17:00:34,213950,truck
679,2021-08-20 02:38:02,2379442,truck
680,2021-08-09 04:39:27,2425063,van
681,2021-08-12 02:50:56,7001575,car
682,2021-08-21 13:25:48,7504072,car
683,2021-08-04 20:43:10,1083028,car
684,2021-08-10 09:21:43,5262688,car
685,2021-08-03 09:51:32,1074381,truck
686,2021-08-20 18:39:12,3483985,car
687,2021-08-10 01:09:38,3685214,car
688,2021-08-13 03:50:13,5668290,car
689,2021-08-17 11:41:52,2505055,car
690,2021-08-12 09:28:16,8945301,van
691,2021-08-22 10:37:24,8927267,car
692,2021-08-19 16:10:17,9640874,truck
693,2021-08-20 01:05:07,5414117,van
694,2021-08-13 03:12:57,560693,car
695,2021-08-10 08:12:09,7123396,truck
696,2021-08-09 11:55:17,3862669,truck
697,2021-08-08 19:59:42,6074080,van
698,2021-08-08 04:53:28,4726446,car
699,2021-08-15 03:26:42,8454959,car
700,2021-08-10 10:28:39,5600873,car
701,2021-07-31 15:44:26,246731,car
702,2021-08-18 09:23:19,6548772,truck
703,2021-07-31 16:42:00,1816731,truck
704,2021-08-11 17:52:18,6533730,car
705,2021-08-09 06:15:17,8497957,car
706,2021-08-20 22:15:51,5027644,car
707,2021-08-15 23:04:51,6347920,car
708,2021-08-16 07:18:22,3371782,truck
709,2021-08-14 12:59:28,2738537,car
710,2021-08-02 07:06:01,6929785,car
711,2021-08-10 03:18:53,8904786,car
712,2021-08-15 00:10:07,1565319,car
713,2021-08-15 02:02:22,7209312,van
714,2021-07-31 23:01:19,1035505,truck
715,2021-08-12 22:16:26,9949432,truck
716,2021-08-09 07:43:56,3093849,truck
717,2021-08-10 20:23:04,8252431,truck
718,2021-08-01 12:03:00,3416177,car
719,2021-07-29 15:44:59,9998600,car
720,2021-08-03 12:24:20,7560984,car
721,2021-08-06 04:16:15,8749368,van
722,2021-08-02 16:46:49,8251411,car
723,2021-08-16 23:11:03,6573286,truck
724,2021-08-06 21:43:51,847179,truck
725,2021-08-12 10:30:52,9937023,car
726,2021-08-08 10:07:31,506614,truck
727,2021-08-20 19:00:34,1731263,car
728,2021-08-14 02:48:59,1084601,van
729,2021-08-02 21:20:18,2552719,truck
730,2021-08-03 15:56:44,2890131,truck
731,2021-08-13 12:39:24,9857238,truck
732,2021-08-01 02:03:31,8309956,truck
733,2021-08-01 09:46:51,2456501,car
734,2021-08-19 18:52:28,9848677,van
735,2021-07-30 21:43:09,8816903,car
736,2021-08-13 11:34:11,7407633,car
737,2021-08-20 10:56:47,849886,car
738,2021-08-04 23:43:50,993101,truck
739,2021-08-18 19:20:30,5510650,truck
740,2021-08-20 10:12:20,7751215,truck
741,2021-08-01 10:30:28,9488458,car
742,2021-07-29 20:09:29,3016951,car
743,2021-08-07 04:47:13,3412902,truck
744,2021-08-14 10:44:52,5938269,car
745,2021-08-20 09:20:23,301048,car
746,2021-08-10 10:29:34,2514884,car
747,2021-08-04 10:50:57,8714572,truck
748,2021-08-16 23:40:52,4912460,car
749,2021-08-22 17:40:41,7326275,car
750,2021-07-30 01:26:02,6209351,truck
751,2021-08-17 14:18:58,6287098,truck
752,2021-08-15 09:47:19,2931553,van
753,2021-08-17 11:25:17,8625410,van
754,2021-08-17 22:51:38,5641360,truck
755,2021-08-07 17:49:27,7136026,van
756,2021-07-29 13:29:13,9549273,car
757,2021-07-31 15:42:55,8618426,car
758,2021-08-17 09:02:03,6668114,truck
759,2021-08-05 14:56:52,7979453,truck
760,2021-08-11 16:03:47,9590322,car
761,2021-08-01 13:41:36,1662925,car
762,2021-08-06 22:09:07,3391660,car
763,2021-08-10 06:38:40,5925569,car
764,2021-08-03 01:50:31,7938310,truck
765,2021-08-16 04:04:28,2629303,car
766,2021-08-13 03:05:26,8548942,truck
767,2021-08-04 01:27:59,5563110,truck
768,2021-08-17 19:01:51,4896720,van
769,2021-08-06 09:27:38,2227372,car
770,2021-07-29 18:22:20,9240446,car
771,2021-08-12 05:07:24,3633085,van
772,2021-08-06 16:18:11,4895267,van
773,2021-08-11 18:47:56,75485,truck
774,2021-08-08 11:08:50,8400110,car
775,2021-08-19 16:40:11,1593910,truck
776,2021-08-09 18:43:19,6058069,car
777,2021-08-16 02:22:25,8805422,car
778,2021-08-18 08:26:17,5997015,car
779,2021-08-04 07:46:02,8327281,truck
780,2021-08-12 02:38:19,9894489,car
781,2021-08-07 11:24:33,2013779,car
782,2021-08-18 06:35:33,8081131,car
783,2021-08-04 07:01:24,4715776,van
784,2021-08-18 01:20:23,6715322,car
785,2021-08-20 21:30:21,1517271,truck
786,2021-08-06 05:35:59,7848466,car
787,2021-08-07 00:04:31,8613201,car
788,2021-08-03 21:53:21,3663181,truck
789,2021-08-09 11:06:44,3413306,truck
790,2021-08-14 19:12:23,3006302,car
791,2021-08-20 06:08:15,6279294,car
792,2021-08-02 23:07:33,1190536,car
793,2021-08-12 04:21:30,6565058,truck
794,2021-07-31 21:38:30,7260092,van
795,2021-08-22 01:07:46,124836,truck
796,2021-08-12 04:29:31,4463920,van
797,2021-08-17 21:11:01,1092951,car
798,2021-08-16 16:12:23,7683749,car
799,2021-08-04 10:01:57,262256,car
800,2021-08-17 17:12:35,220910,car
801,2021-08-08 18:52:38,5012084,car
802,2021-08-14 15:53:28,5569123,car
803,2021-08-21 07:11:43,3952000,truck
804,2021-08-22 00:11:22,5458820,car
805,2021-07-31 19:29:50,9023495,car
806,2021-07-31 22:33:57,6520742,truck
807,2021-08-05 18:54:26,2898863,car
808,2021-07-30 01:43:07,31077,truck
809,2021-08-16 22:14:26,7216705,car
810,2021-08-21 18:10:35,9763768,car
811,2021-08-06 06:30:51,3297525,truck
812,2021-08-17 01:36:06,2283399,car
813,2021-08-22 17:22:04,1947468,car
814,2021-08-19 00:31:42,9936661,car
815,2021-08-08 04:41:29,4538394,truck
816,2021-08-15 18:41:27,5732880,car
817,2021-08-08 05:10:24,5928145,van
818,2021-08-05 01:34:30,8334389,truck
819,2021-08-06 22:17:40,2390148,truck
820,2021-08-07 01:41:01,1952095,car
821,2021-08-03 19:17:49,3422458,car
822,2021-08-04 16:57:12,5456755,car
823,2021-08-18 18:08:34,3288507,car
824,2021-07-31 04:11:38,1125573,car
825,2021-08-03 08:45:22,1837039,car
826,2021-08-15 06:23:32,3011480,car
827,2021-08-13 16:03:06,280635,car
828,2021-08-02 07:25:00,6779526,truck
829,2021-08-09 19:27:54,427799,car
830,2021-08-08 13:48:00,8005001,car
831,2021-08-16 17:09:26,4564367,car
832,2021-08-05 03:54:21,1431403,van
833,2021-08-06 06:37:01,1385411,car
834,2021-08-18 01:20:18,558511,car
835,2021-08-19 04:55:29,9472473,truck
836,2021-08-15 03:10:05,8487290,car
837,2021-08-08 00:29:07,133448,car
838,2021-08-21 03:36:52,3665356,truck
839,2021-08-05 13:24:02,6214152,truck
840,2021-08-04 15:43:30,6683644,van
841,2021-08-01 23:51:55,9406868,car
842,2021-08-15 07:08:16,825763,car
843,2021-08-20 01:07:43,3920452,truck
844,2021-08-07 02:09:52,5061569,truck
845,2021-08-16 13:36:46,7368048,car
846,2021-08-21 18:58:14,9167592,truck
847,2021-08-02 07:00:56,1062258,truck
848,2021-08-14 17:37:12,6322236,car
849,2021-08-06 21:58:36,2468245,van
850,2021-08-21 13:15:28,3811233,car
851,2021-08-16 04:37:40,1758814,van
852,2021-07-29 16:54:12,2190563,truck
853,2021-08-08 15:35:43,191673,car
854,2021-08-14 11:15:46,2525988,truck
855,2021-07-31 10:38:43,6668490,car
856,2021-08-17 08:03:40,844339,truck
857,2021-08-08 09:30:31,8154584,car
858,2021-08-12 11:19:06,3475854,truck
859,2021-07-30 04:55:50,2937846,car
860,2021-08-05 20:42:39,343263,van
861,2021-08-13 18:06:24,2109085,car
862,2021-08-18 14:50:19,8516395,car
863,2021-08-04 04:50:32,6150958,car
864,2021-08-22 14:26:46,414949,van
865,2021-08-22 09:57:09,5049185,car
866,2021-08-13 08:07:21,8618898,car
867,2021-08-17 09:16:36,6909477,car
868,2021-08-17 17:01:44,1644638,car
869,2021-08-18 16:28:13,8732489,car
870,2021-07-31 22:44:46,803701,car
871,2021-07-30 04:31:04,8922075,car
872,2021-08-22 08:11:59,8132269,car
873,2021-08-06 00:32:27,7321426,truck
874,2021-08-08 04:27:12,3138897,truck
875,2021-08-11 14:29:06,7158326,car
876,2021-08-12 13:19:41,4824422,car
877,2021-08-05 21:55:03,6076426,van
878,2021-08-09 04:59:28,2087111,car
879,2021-08-20 10:19:35,6881195,van
880,2021-08-04 12:47:51,8853927,car
881,2021-08-04 23:22:39,623284,car
882,2021-08-08 00:43:57,1530403,car
883,2021-07-30 00:54:55,9760697,car
884,2021-08-04 01:34:23,6151069,car
885,2021-08-11 05:48:06,7421325,truck
886,2021-08-06 05:21:05,2099429,car
887,2021-08-15 17:27:41,6721597,car
888,2021-08-08 08:24:43,6466023,car
889,2021-08-02 09:04:04,7237260,van
890,2021-08-04 05:55:28,6179390,car
891,2021-08-07 13:54:23,6600330,car
892,2021-08-16 06:44:49,4826949,car
893,2021-08-22 16:44:25,285893,van
894,2021-08-08 08:43:01,2719759,van
895,2021-08-14 12:34:32,3265797,car
896,2021-08-12 11:13:56,6224166,van
897,2021-08-13 16:41:04,4987710,car
898,2021-08-08 00:14:03,9795981,car
899,2021-08-01 18:24:33,7861616,car
900,2021-08-01 18:44:59,3453900,car
901,2021-07-30 03:02:00,3873716,truck
902,2021-08-04 08:01:14,2518442,truck
903,2021-08-15 20:54:05,7424573,car
904,2021-07-30 10:26:29,5388228,car
905,2021-08-16 18:32:30,2383579,car
906,2021-07-30 13:47:09,7808497,car
907,2021-08-20 05:07:36,9279180,car
908,2021-08-22 16:51:34,9983818,car
909,2021-08-19 14:47:44,3348529,truck
910,2021-08-10 14:12:28,2280811,truck
911,2021-08-10 04:44:39,5475683,car
912,2021-08-10 08:17:25,3242753,truck
913,2021-07-30 09:55:51,120673,car
914,2021-08-18 19:47:41,2870417,car
915,2021-08-05 03:55:44,6521245,car
916,2021-07-31 16:01:56,4749166,van
917,2021-08-10 01:04:59,6120669,van
918,2021-08-03 23:22:35,6406243,car
919,2021-08-10 03:55:51,9951372,car
920,2021-08-12 00:11:21,9528583,car
921,2021-07-30 23:14:41,3751116,truck
922,2021-08-10 02:36:21,6549535,truck
923,2021-08-22 07:09:05,3808707,car
924,2021-08-17 17:34:12,5834018,truck
925,2021-08-13 01:25:20,1158710,car
926,2021-08-22 00:22:41,5805628,car
927,2021-08-22 11:01:45,8561127,car
928,2021-07-31 17:40:13,4522592,car
929,2021-08-10 09:14:01,9284769,truck
930,2021-07-29 13:34:09,4304071,van
931,2021-08-22 04:08:48,9510776,truck
932,2021-08-07 05:57:05,5931482,car
933,2021-08-12 08:25:32,297034,truck
934,2021-08-04 06:54:11,2292253,van
935,2021-08-04 04:12:51,1208170,car
936,2021-07-31 11:53:17,2579745,car
937,2021-08-08 23:40:37,9405902,car
938,2021-08-11 05:28:13,9448458,car
939,2021-08-10 16:57:53,7299577,car
940,2021-08-06 12:06:07,4767711,truck
941,2021-08-22 03:22:26,2031526,truck
942,2021-08-22 15:53:23,9116083,truck
943,2021-08-18 20:21:40,7924083,car
944,2021-07-31 21:33:16,4362016,van
945,2021-08-15 12:30:21,204123,car
946,2021-08-18 18:20:35,5608936,truck
947,2021-08-02 00:23:19,343443,car
948,2021-08-08 15:51:53,5764271,car
949,2021-08-07 15:02:00,6893602,van
950,2021-08-02 21:12:08,7414687,car
951,2021-08-15 23:28:32,8604341,car
952,2021-08-11 00:02:40,7592309,car
953,2021-08-10 05:49:42,5100235,car
954,2021-08-18 12:01:16,5492657,car
955,2021-08-10 08:08:07,6803375,car
956,2021-08-07 13:59:23,5996935,car
957,2021-08-13 02:58:22,2966355,car
958,2021-08-17 20:44:01,5978972,car
959,2021-08-21 17:45:22,2339859,car
960,2021-08-22 17:13:03,6020620,car
961,2021-08-20 03:05:20,7295422,car
962,2021-08-04 17:09:40,8930290,car
963,2021-07-30 16:13:48,3762534,truck
964,2021-08-07 21:13:44,3793654,truck
965,2021-08-13 17:11:40,5371076,car
966,2021-08-15 07:31:40,2277244,truck
967,2021-08-08 02:43:23,3605245,car
968,2021-08-04 07:43:09,5880073,car
969,2021-08-17 11:46:09,655252,van
970,2021-08-14 11:18:31,7055501,van
971,2021-08-19 04:11:04,72056,truck
972,2021-08-12 09:35:16,9949523,truck
973,2021-08-13 02:54:50,9040939,car
974,2021-08-14 05:58:14,2706769,truck
975,2021-07-29 12:03:33,6809169,car
976,2021-08-18 07:55:45,8941091,car
977,2021-08-03 09:41:56,1740847,car
978,2021-07-30 20:32:49,3164197,truck
979,2021-08-02 00:03:52,9341086,truck
980,2021-07-31 02:36:15,1351100,car
981,2021-08-13 12:31:42,9853531,truck
982,2021-08-04 13:25:35,9172763,van
983,2021-08-20 01:51:10,3316540,truck
984,2021-08-04 15:03:49,6487444,car
985,2021-08-04 00:16:23,2853927,car
986,2021-08-11 22:21:55,9670184,car
987,2021-08-18 16:24:24,3712950,car
988,2021-08-02 08:59:53,3508883,car
989,2021-08-14 06:46:16,5883500,car
990,2021-08-07 16:49:21,2657749,car
991,2021-08-11 23:49:40,8330775,truck
992,2021-08-18 23:32:29,9423996,truck
993,2021-08-01 02:42:51,4210854,truck
994,2021-08-12 17:26:17,1671308,car
995,2021-08-16 10:56:43,5017354,van
996,2021-08-18 23:27:37,5192039,car
997,2021-08-20 14:42:50,1763724,van
998,2021-07-31 09:34:08,4728276,car
999,2021-08-14 06:45:46,1590634,car
1000,2021-08-21 15:15:35,4371246,car
1001,2021-08-01 03:06:17,400581,car
1002,2021-08-07 18:40:51,4936065,truck
1003,2021-08-05 05:43:14,771246,car
1004,2021-08-06 11:33:57,3737235,car
1005,2021-08-20 04:56:35,5150627,car
1006,2021-08-03 19:29:29,846975,van
1007,2021-08-19 21:44:49,44431,car
1008,2021-08-09 03:16:36,704512,truck
1009,2021-08-06 19:06:52,5019748,car
1010,2021-07-31 07:07:47,6703039,van
1011,2021-08-07 07:51:11,5100397,truck
1012,2021-08-15 01:41:23,5467760,truck
1013,2021-08-18 07:30:36,9128803,car
1014,2021-07-31 02:20:01,1654264,car
1015,2021-08-03 03:05:52,4984461,car
1016,2021-07-30 21:49:31,7366827,truck
1017,2021-08-12 12:11:15,4665816,truck
1018,2021-08-02 11:54:50,523203,car
1019,2021-08-17 05:47:57,1772752,car
1020,2021-08-09 21:16:48,1629261,car
1021,2021-08-11 00:16:01,4494921,car
1022,2021-08-03 21:06:01,5524917,truck
1023,2021-08-06 00:17:36,2575931,car
1024,2021-08-10 02:16:38,38837,truck
1025,2021-08-01 15:26:03,6110896,car
1026,2021-08-05 01:06:50,4906689,van
1027,2021-07-31 05:17:10,7655542,car
1028,2021-08-22 13:23:14,6713340,truck
1029,2021-08-09 14:03:52,8154658,truck
1030,2021-08-16 12:44:40,2134355,car
1031,2021-08-08 07:23:59,8951131,car
1032,2021-08-08 20:28:35,4929926,truck
1033,2021-08-19 07:08:20,4457235,car
1034,2021-08-16 08:19:54,1832726,truck
1035,2021-08-19 18:37:23,4134771,car
1036,2021-07-29 13:30:35,2782018,car
1037,2021-08-12 04:03:32,4735037,car
1038,2021-08-21 04:51:28,6174121,car
1039,2021-08-19 08:00:33,8173134,car
1040,2021-08-15 00:46:13,1238794,car
1041,2021-08-14 20:24:08,4397766,van
1042,2021-08-19 17:35:57,9797764,car
1043,2021-08-02 22:35:16,8818426,car
1044,2021-08-11 15:28:59,6861442,car
1045,2021-08-03 23:39:22,2172288,car
1046,2021-08-09 00:08:46,7219802,car
1047,2021-08-16 20:52:45,1584903,car
1048,2021-08-07 05:58:52,478237,van
1049,2021-08-08 18:44:49,6296035,car
1050,2021-08-14 02:43:50,530491,truck
1051,2021-08-10 22:14:38,2852105,car
1052,2021-07-30 13:03:41,6197707,car
1053,2021-08-20 23:24:25,1164872,car
1054,2021-08-10 04:05:40,234151,van
1055,2021-08-09 06:06:51,9016853,van
1056,2021-08-08 16:03:21,5903232,car
1057,2021-08-18 12:13:23,4337798,car
1058,2021-08-15 17:22:02,3868754,van
1059,2021-08-20 12:22:30,3530998,truck
1060,2021-08-17 05:06:56,2087513,truck
1061,2021-08-02 04:16:10,8767809,car
1062,2021-08-10 06:01:57,9300623,van
1063,2021-08-01 19:19:35,4987435,car
1064,2021-08-03 11:24:45,1016929,car
1065,2021-08-16 17:59:21,1269373,truck
1066,2021-08-03 07:04:43,9147847,car
1067,2021-08-04 19:20:10,9197506,car
1068,2021-08-07 19:45:04,5894380,car
1069,2021-08-03 09:33:41,9600014,van
1070,2021-08-05 09:08:20,7343214,car
1071,2021-08-10 02:47:31,7020174,car
1072,2021-08-21 04:22:12,2005924,truck
1073,2021-07-31 17:23:28,1511615,van
1074,2021-08-07 09:25:35,3335485,truck
1075,2021-08-08 23:18:49,6710855,truck
1076,2021-08-14 21:30:28,9593619,car
1077,2021-08-04 09:49:51,9841801,car
1078,2021-08-17 21:30:14,3918388,car
1079,2021-08-20 06:10:27,2382610,truck
1080,2021-08-08 23:40:51,1847423,van
1081,2021-08-14 11:31:18,5914006,truck
1082,2021-08-21 09:20:00,588548,car
1083,2021-07-30 08:36:31,8957113,car
1084,2021-08-16 11:46:20,138934,truck
1085,2021-08-08 23:18:31,7639839,car
1086,2021-08-02 02:15:56,6523053,car
1087,2021-08-02 20:20:17,5491855,car
1088,2021-08-07 18:12:22,143888,car
1089,2021-08-11 21:43:23,9613414,van
1090,2021-07-30 14:32:02,5473358,car
1091,2021-08-15 14:29:37,3957882,truck
1092,2021-08-16 01:54:31,8548382,car
1093,2021-08-11 05:25:52,6129420,van
1094,2021-08-01 15:03:18,7354946,truck
1095,2021-07-30 13:48:48,5861176,van
1096,2021-07-30 21:40:17,4403522,car
1097,2021-08-08 12:15:42,9369233,car
1098,2021-08-21 20:07:42,4774962,car
1099,2021-07-31 02:34:12,35246,truck
1100,2021-08-21 21:35:13,3429846,truck
1101,2021-07-29 15:59:13,3115182,car
1102,2021-08-07 14:39:22,6829041,car
1103,2021-07-31 05:00:13,1617802,car
1104,2021-07-31 00:58:22,4312674,car
1105,2021-08-11 22:49:56,4837548,van
1106,2021-08-12 21:52:53,8522262,car
1107,2021-08-12 13:32:19,8193538,car
1108,2021-07-30 07:35:38,6403046,car
1109,2021-08-12 17:13:06,9448584,truck
1110,2021-08-18 06:18:40,6967180,car
1111,2021-08-03 19:07:47,7988780,car
1112,2021-08-14 02:38:05,6501560,truck
1113,2021-08-18 03:40:19,8319440,car
1114,2021-08-12 22:34:21,9345303,truck
1115,2021-08-12 01:57:00,1204264,car
1116,2021-08-08 05:17:17,6592400,van
1117,2021-08-05 17:56:53,2261364,truck
1118,2021-08-18 17:07:03,7401340,van
1119,2021-08-12 02:39:17,5867282,car
1120,2021-08-02 09:15:29,4332928,van
1121,2021-08-20 16:21:42,8163804,car
1122,2021-08-12 17:34:46,9237586,car
1123,2021-08-17 12:03:52,1256864,truck
1124,2021-08-01 21:05:43,3296269,truck
1125,2021-08-02 09:31:08,4061730,van
1126,2021-08-19 13:02:58,2910362,truck
1127,2021-08-03 15:42:40,7688035,car
1128,2021-08-13 06:21:38,7855986,car
1129,2021-08-16 21:06:48,4572039,van
1130,2021-08-08 21:20:56,2813869,car
1131,2021-08-22 15:51:51,7513363,car
1132,2021-08-02 19:00:20,317032,car
1133,2021-08-13 00:37:32,4787356,truck
1134,2021-08-19 05:25:30,4364690,car
1135,2021-08-19 04:25:51,8706960,truck
1136,2021-08-14 17:23:58,4899216,van
1137,2021-08-08 03:32:47,7708170,car
1138,2021-08-16 10:08:36,8185432,car
1139,2021-08-09 22:01:40,5760290,truck
1140,2021-08-18 20:53:08,1945635,truck
1141,2021-08-12 22:09:58,7929326,car
1142,2021-07-29 21:47:12,7111496,truck
1143,2021-08-16 18:15:47,4956695,car
1144,2021-08-05 17:37:44,8167397,van
1145,2021-08-17 06:43:51,4548098,truck
1146,2021-08-07 14:27:48,494801,truck
1147,2021-08-03 07:28:31,1974167,car
1148,2021-08-11 20:05:55,8150755,car
1149,2021-07-31 03:03:00,4949188,van
1150,2021-08-18 22:48:57,3327118,car
1151,2021-08-01 05:04:08,1763039,car
1152,2021-08-07 03:45:59,1957251,van
1153,2021-08-05 01:56:35,6796843,truck
1154,2021-08-15 21:27:15,6857822,car
1155,2021-08-04 01:53:57,2123282,car
1156,2021-08-17 04:55:07,5422200,car
1157,2021-08-06 13:31:01,43451,car
1158,2021-08-03 01:25:09,8915567,truck
1159,2021-08-20 14:28:39,1596592,truck
1160,2021-08-04 06:20:44,238800,van
1161,2021-08-07 07:58:17,8944988,car
1162,2021-07-30 11:20:25,5580702,car
1163,2021-08-13 17:15:34,1134752,van
1164,2021-08-12 16:39:09,9056120,car
1165,2021-08-20 13:13:44,2035182,van
1166,2021-08-18 10:33:02,908716,truck
1167,2021-08-02 08:56:30,9246548,van
1168,2021-07-30 05:58:42,5253540,truck
1169,2021-08-01 00:59:43,7235655,truck
1170,2021-08-13 14:44:41,1244322,truck
1171,2021-08-14 08:48:26,2579754,car
1172,2021-08-16 18:09:33,5815803,van
1173,2021-08-14 08:49:48,7081610,truck
1174,2021-07-31 02:34:21,9404176,car
1175,2021-08-03 23:16:53,4691120,truck
1176,2021-08-05 10:29:06,272210,car
1177,2021-08-19 05:46:19,5593523,truck
1178,2021-07-30 19:44:09,7851360,car
1179,2021-08-09 05:27:36,6394082,car
1180,2021-08-14 06:52:10,5348872,car
1181,2021-08-08 01:57:43,1158796,car
1182,2021-07-30 03:39:52,6438470,car
1183,2021-08-07 07:21:06,9551891,truck
1184,2021-07-30 18:08:07,5991590,car
1185,2021-08-06 03:35:18,4948208,car
1186,2021-08-05 05:20:38,647473,car
1187,2021-08-03 23:02:51,282728,car
1188,2021-08-19 23:30:32,5617797,car
1189,2021-08-04 15:55:09,5130212,truck
1190,2021-08-05 12:10:09,9214172,truck
1191,2021-08-13 07:29:35,3577879,car
1192,2021-08-18 16:37:10,533972,truck
1193,2021-08-09 03:44:22,2701086,van
1194,2021-08-12 20:24:16,1451394,truck
1195,2021-08-07 02:07:44,2115064,car
1196,2021-08-08 16:13:49,7080650,car
1197,2021-08-11 12:47:31,5315040,truck
1198,2021-08-04 09:58:41,774206,car
1199,2021-08-14 21:34:04,5251937,car
1200,2021-08-16 18:21:57,3527462,car
1201,2021-08-20 04:46:32,3915562,truck
1202,2021-08-19 18:34:04,1787440,car
1203,2021-08-14 22:43:37,6000059,truck
1204,2021-08-15 15:17:40,6488906,truck
1205,2021-08-09 17:42:28,4199888,car
1206,2021-08-20 08:00:48,4478840,van
1207,2021-07-30 01:57:02,2258939,car
1208,2021-08-14 21:20:12,4801042,car
1209,2021-08-19 10:00:31,9049206,car
1210,2021-07-31 03:47:45,5186136,truck
1211,2021-07-31 05:58:13,7895196,truck
1212,2021-08-17 20:59:55,519861,car
1213,2021-08-22 14:31:48,1612135,car
1214,2021-08-19 16:21:13,66070,truck
1215,2021-08-03 14:15:30,1824791,car
1216,2021-08-07 22:45:18,9968192,car
1217,2021-08-10 16:42:23,4576199,van
1218,2021-08-12 17:43:42,7512362,car
1219,2021-08-06 09:22:14,8494664,van
1220,2021-08-08 09:17:03,4014284,truck
1221,2021-08-21 17:38:58,2800193,truck
1222,2021-08-04 19:37:13,1767737,car
1223,2021-08-08 10:10:00,3318987,truck
1224,2021-08-18 18:25:01,1968422,van
1225,2021-08-03 19:23:27,2667063,car
1226,2021-08-02 05:46:22,4836341,car
1227,2021-07-31 19:52:52,8589978,car
1228,2021-08-06 20:58:43,9866540,car
1229,2021-08-09 21:37:14,1036367,truck
1230,2021-07-30 02:11:37,7919663,car
1231,2021-08-04 20:01:01,7169927,car
1232,2021-08-06 14:20:42,8729449,truck
