Rowid,Timestamp,Anonymized_Vehicle_Number,Vehicle_Type,Number_of_Axles,Tollplaza_ID,Tollplaza_Code,Type_of_Payment_Code,Vehicle_Code
311,2021-08-21 07:49:28,2813269,TRUCK,4,5000,PCFE7F7FE,7FE,PTE V
312,2021-08-15 02:47:01,4346673,CAR,2,4360,PC084F676,676,PTE V
313,2021-08-09 05:22:43,2872850,TRUCK,4,4746,PC0514825,825,PTC V
314,2021-08-12 02:39:09,6322565,CAR,2,4781,PC0D83A1E,A1E,PTP V
315,2021-08-10 13:58:49,2138116,CAR,2,4706,PCD8D5094,094,PTC V
316,2021-08-14 23:05:55,9574626,VAN,2,4678,PCD175301,301,PTP V
317,2021-08-05 18:17:26,8951022,CAR,2,4125,PC8AAEF51,F51,PTP V
318,2021-07-31 09:29:28,6597551,TRUCK,4,4229,PCD0DDD3D,D3D,PTC V
319,2021-08-08 22:50:36,3348298,CAR,2,4100,PCC6DD8D5,8D5,PTC V
320,2021-07-30 20:45:55,846482,CAR,2,4812,PC22D9C6D,C6D,PTP V
321,2021-08-03 11:54:14,6676389,CAR,2,4574,PCC1F6F13,F13,PTE V
322,2021-08-09 16:32:26,5427260,CAR,2,4902,PC425C6EC,6EC,PTP V
323,2021-08-17 07:58:48,1653255,TRUCK,4,4938,PC6C57ED3,ED3,PTE V
324,2021-08-17 19:16:31,2976969,CAR,2,4479,PCCA36E4D,E4D,PTC V
325,2021-08-17 10:01:21,2959955,CAR,2,4191,PCCC28F87,F87,PTC V
326,2021-08-08 13:34:03,8519579,CAR,2,4278,PC4847214,214,PTP V
327,2021-08-04 13:51:04,340196,TRUCK,4,4025,PC5ABB8E4,8E4,PTP V
328,2021-08-15 14:02:51,1959570,TRUCK,4,4700,PC14E538A,38A,PTP V
329,2021-08-03 14:46:46,4214176,CAR,2,4145,PC5FBE4B8,4B8,PTP V
330,2021-08-07 11:24:50,430612,TRUCK,4,4894,PCDADB8C6,8C6,PTE V
331,2021-08-07 10:02:09,2164841,CAR,2,4509,PCA2E8463,463,PTP V
332,2021-08-18 15:40:47,6533535,CAR,2,4827,PC7D68CD9,CD9,PTP V
333,2021-08-17 10:44:33,4798571,TRUCK,4,4620,PC43973F9,3F9,PTC V
334,2021-08-15 18:22:49,2760594,CAR,2,4569,PC20129F9,9F9,PTC V
335,2021-08-14 12:31:44,2304313,TRUCK,4,4021,PC851E565,565,PTE V
336,2021-08-07 10:52:13,2985337,CAR,2,4838,PCEECD973,973,PTC V
337,2021-08-21 09:14:47,4227039,CAR,2,4732,PCD83DE25,E25,PTP V
338,2021-08-05 08:01:30,1255970,TRUCK,4,4691,PCFAB001F,01F,PTC V
339,2021-08-13 01:03:49,5241924,TRUCK,4,4536,PCC6C5CFB,CFB,PTC V
340,2021-08-03 20:43:16,7451832,CAR,2,4898,PC0AE9E1B,E1B,PTE V
341,2021-08-02 04:45:44,3989343,TRUCK,4,4267,PCE51C5C7,5C7,PTP V
342,2021-08-14 18:14:30,1804267,VAN,2,4066,PC883FCA9,CA9,PTC V
343,2021-08-17 17:11:29,1589440,TRUCK,4,4934,PC3ED26A2,6A2,PTC V
344,2021-08-21 19:27:45,7750582,CAR,2,5010,PC028872C,72C,PTE V
345,2021-08-08 12:34:50,116476,CAR,2,4325,PC8FC83B3,3B3,PTP V
346,2021-08-20 07:15:06,2617674,CAR,2,4887,PC81776BA,6BA,PTE V
347,2021-08-10 21:55:17,4228191,CAR,2,4996,PC6A4F55F,55F,PTP V
348,2021-08-09 14:43:31,109141,VAN,2,4974,PCDEB8E32,E32,PTE V
349,2021-08-11 16:55:19,5065439,CAR,2,4927,PC2D22627,627,PTE V
350,2021-08-22 15:33:59,1852318,TRUCK,4,4091,PC2E099B4,9B4,PTP V
351,2021-08-17 19:49:02,3191217,CAR,2,4105,PC43919D1,9D1,PTP V
352,2021-08-20 13:55:39,8036070,CAR,2,4721,PCE937423,423,PTC V
353,2021-07-29 17:40:36,7270810,CAR,2,4908,PC3D16FC5,FC5,PTP V
354,2021-07-31 07:08:17,4800433,CAR,2,4733,PC797AEBF,EBF,PTP V
355,2021-08-15 14:59:08,7600086,CAR,2,4730,PC7DC0964,964,PTE V
356,2021-08-16 20:41:37,1308715,TRUCK,4,4491,PCA52F720,720,PTP V
357,2021-08-19 16:46:20,448292,CAR,2,4827,PC7D68CD9,CD9,PTC V
358,2021-08-03 10:52:15,8125706,TRUCK,4,4902,PC425C6EC,6EC,PTE V
359,2021-08-07 22:39:54,7354020,TRUCK,4,4967,PC2AFCB31,B31,PTC V
360,2021-08-20 12:45:43,8604614,CAR,2,4355,PC0EF761B,61B,PTP V
361,2021-08-16 04:34:39,8074052,CAR,2,4252,PCA32686D,86D,PTE V
362,2021-08-17 21:02:38,3137291,CAR,2,4669,PC36675CE,5CE,PTC V
363,2021-08-02 07:57:43,7817055,CAR,2,4051,PC3B970F2,0F2,PTC V
364,2021-08-02 23:55:35,9979009,CAR,2,4139,PC924C594,594,PTE V
365,2021-08-18 07:46:35,7381741,CAR,2,4470,PCB4FF8FA,8FA,PTE V
366,2021-08-10 09:53:24,6413555,CAR,2,4517,PC9AF321D,21D,PTC V
367,2021-08-05 09:24:17,5271350,CAR,2,4175,PC08EA270,270,PTP V
368,2021-08-21 02:13:24,5887331,CAR,2,4995,PCBE6ABE5,BE5,PTP V
369,2021-08-13 03:38:51,2484968,CAR,2,4616,PCE6675F9,5F9,PTC V
370,2021-08-15 21:25:06,2023578,CAR,2,4124,PC3338D42,D42,PTC V
371,2021-08-14 14:44:43,2574839,CAR,2,4133,PC30FC453,453,PTP V
372,2021-08-21 11:27:08,192172,TRUCK,4,4687,PC52E7369,369,PTE V
373,2021-07-31 09:30:08,1794758,TRUCK,4,4190,PCDFC1E11,E11,PTE V
374,2021-08-03 14:17:39,254824,CAR,2,4670,PC2BE6D87,D87,PTC V
375,2021-08-08 21:51:35,8317981,TRUCK,4,4368,PC909A324,324,PTC V
376,2021-08-11 15:12:48,7578701,VAN,2,4222,PC15EC378,378,PTP V
377,2021-08-05 12:56:57,2555513,CAR,2,4184,PC43A5E42,E42,PTP V
378,2021-08-17 01:48:59,2119264,CAR,2,4446,PC7F1A5B9,5B9,PTC V
379,2021-08-21 20:51:46,239988,CAR,2,4042,PC5D4DE09,E09,PTC V
380,2021-08-16 11:08:11,147156,VAN,2,4396,PCA00BC1C,C1C,PTE V
381,2021-08-08 18:05:36,6891565,CAR,2,4855,PC03C5C15,C15,PTC V
382,2021-08-06 20:55:48,4765841,CAR,2,5004,PC2111CF9,CF9,PTP V
383,2021-08-06 10:14:37,9017443,CAR,2,4243,PCC4F7DCE,DCE,PTP V
384,2021-08-21 21:23:37,8747053,CAR,2,4080,PCBE7E15B,15B,PTP V
385,2021-07-31 03:38:36,839289,TRUCK,4,4468,PC040ADB3,DB3,PTP V
386,2021-08-15 14:11:42,7212737,CAR,2,4121,PCEC57A8E,A8E,PTP V
387,2021-07-31 22:09:56,9707238,TRUCK,4,4799,PCC3A370A,70A,PTP V
388,2021-08-16 23:15:11,9288974,CAR,2,4748,PCF2ECD29,D29,PTC V
389,2021-07-30 20:43:48,2130769,CAR,2,4693,PCB4CDDA5,DA5,PTC V
390,2021-08-10 02:13:35,3651531,CAR,2,4750,PCD987A9D,A9D,PTE V
391,2021-08-22 16:20:32,5066582,CAR,2,4165,PC0D2B95C,95C,PTC V
392,2021-08-21 10:40:29,318251,CAR,2,4384,PC59A33DE,3DE,PTC V
393,2021-08-21 13:30:56,1018828,CAR,2,4929,PC9E503B6,3B6,PTC V
394,2021-08-08 17:03:19,4329135,CAR,2,4394,PCD3A817A,17A,PTP V
395,2021-08-03 22:42:16,5510586,CAR,2,4931,PC3D30AD0,AD0,PTE V
396,2021-08-16 07:20:43,1292686,VAN,2,4644,PC411FDC0,DC0,PTC V
397,2021-08-05 01:52:17,2875806,TRUCK,4,4023,PC77793DF,3DF,PTE V
398,2021-07-31 08:15:24,5025963,CAR,2,4534,PCAD9E1F9,1F9,PTC V
399,2021-08-14 05:27:21,2358436,CAR,2,4835,PC4645718,718,PTP V
400,2021-08-20 07:33:43,4363896,TRUCK,4,4280,PC03A5F23,F23,PTE V
401,2021-08-06 02:08:16,7051510,TRUCK,4,4266,PC39B17A9,7A9,PTC V
402,2021-08-06 13:29:57,5575517,CAR,2,4540,PC5CAF0A7,0A7,PTE V
403,2021-07-31 00:10:02,2930078,CAR,2,5010,PC028872C,72C,PTC V
404,2021-07-29 15:14:45,1439079,TRUCK,4,4048,PC1FE6483,483,PTP V
405,2021-08-09 16:59:57,2085626,TRUCK,4,4810,PC2CA4087,087,PTC V
406,2021-08-09 16:41:38,809065,CAR,2,4147,PC4D2C5A7,5A7,PTE V
407,2021-08-06 06:10:52,4100648,CAR,2,4082,PCF86214E,14E,PTP V
408,2021-08-19 11:38:52,9745831,TRUCK,4,4078,PC8473A64,A64,PTC V
409,2021-08-06 03:00:46,7337960,CAR,2,4695,PC4A5D62F,62F,PTE V
410,2021-08-10 15:04:38,3612246,CAR,2,4973,PC9C7C18E,18E,PTE V
411,2021-08-10 19:31:40,8601164,CAR,2,4699,PC2C1B987,987,PTC V
412,2021-07-31 15:35:09,6123311,TRUCK,4,4136,PCA579A65,A65,PTE V
413,2021-08-02 08:29:14,3507029,CAR,2,4106,PC9764C98,C98,PTP V
414,2021-08-03 10:38:37,1725151,TRUCK,4,4468,PC040ADB3,DB3,PTP V
415,2021-08-11 11:29:02,8860504,CAR,2,4134,PC767BBB2,BB2,PTC V
416,2021-08-07 22:59:56,2017681,TRUCK,4,4422,PCF514246,246,PTE V
417,2021-08-07 23:16:29,8183479,CAR,2,4273,PC0EF5BA6,BA6,PTE V
418,2021-08-17 02:49:59,8811914,CAR,2,4892,PC7AA5B2F,B2F,PTE V
419,2021-08-15 00:53:46,9631688,CAR,2,4230,PC19CE0DB,0DB,PTC V
420,2021-08-09 02:25:32,8193463,TRUCK,4,4240,PC72FE04B,04B,PTP V
421,2021-08-03 19:54:41,1766709,CAR,2,4342,PCE7F2748,748,PTP V
422,2021-08-10 08:15:41,4909497,CAR,2,4605,PCEB27C63,C63,PTE V
423,2021-08-19 16:48:08,7279029,TRUCK,4,4188,PCDB12C82,C82,PTP V
424,2021-08-18 14:23:40,4791619,CAR,2,4001,PC58105BF,5BF,PTC V
425,2021-08-07 09:05:10,8712036,CAR,2,4971,PC0BD172F,72F,PTP V
426,2021-08-19 04:58:15,4973747,CAR,2,4456,PC8DFF744,744,PTE V
427,2021-08-01 04:42:52,2800039,CAR,2,4975,PC818101A,01A,PTP V
428,2021-08-05 14:45:19,9337207,CAR,2,4643,PC6713209,209,PTP V
429,2021-08-11 06:53:51,9220703,CAR,2,4386,PC948D5B2,5B2,PTC V
430,2021-08-12 03:06:56,5090710,CAR,2,4671,PCCAAFB48,B48,PTE V
431,2021-08-18 01:59:31,9726834,TRUCK,4,4785,PC787D664,664,PTP V
432,2021-08-20 20:39:23,8464288,CAR,2,4698,PC8BCEB19,B19,PTE V
433,2021-08-10 07:41:38,2918487,CAR,2,4167,PC8453073,073,PTP V
434,2021-08-08 15:32:55,6975253,CAR,2,4917,PCD8C66B1,6B1,PTE V
435,2021-07-31 05:54:57,873000,CAR,2,4409,PC44E2F09,F09,PTP V
436,2021-08-05 12:16:13,7144030,TRUCK,4,4007,PCDF9F773,773,PTE V
437,2021-08-18 23:08:31,74751,CAR,2,5008,PC48D61BB,1BB,PTP V
438,2021-08-16 15:31:24,3092624,CAR,2,4574,PCC1F6F13,F13,PTE V
439,2021-08-19 23:08:03,8043044,TRUCK,4,4712,PC94168A2,8A2,PTP V
440,2021-08-19 18:40:24,6763315,CAR,2,4056,PC9FBBA67,A67,PTP V
441,2021-08-05 08:14:28,7665718,VAN,2,4610,PCA4D3E9B,E9B,PTP V
442,2021-08-18 05:43:44,2030697,CAR,2,4558,PC575F591,591,PTE V
443,2021-08-02 03:52:31,3546362,CAR,2,4589,PC1477DC9,DC9,PTP V
444,2021-08-16 00:20:11,5579622,CAR,2,4581,PCC347465,465,PTE V
445,2021-08-09 16:40:36,6766212,TRUCK,4,4802,PCBDD55F1,5F1,PTE V
446,2021-08-19 02:55:39,8678822,CAR,2,4722,PC035B71E,71E,PTP V
447,2021-08-12 17:06:06,2515206,CAR,2,4223,PCA37D114,114,PTE V
448,2021-08-16 18:09:47,9647104,CAR,2,4576,PC394C979,979,PTE V
449,2021-08-06 12:07:31,8363585,CAR,2,4128,PCC0E7E2A,E2A,PTE V
450,2021-08-14 22:43:39,954814,TRUCK,4,4063,PC7667A3E,A3E,PTP V
451,2021-07-30 15:15:49,3500082,CAR,2,4475,PCCC0D001,001,PTE V
452,2021-07-29 22:44:15,4302933,CAR,2,4888,PC46C55B4,5B4,PTP V
453,2021-08-21 11:38:46,1281592,TRUCK,4,4986,PC9787B8A,B8A,PTP V
454,2021-08-11 09:22:42,1668996,CAR,2,4172,PC1A43FB7,FB7,PTP V
455,2021-08-19 19:22:53,2799295,TRUCK,4,4374,PCC321538,538,PTE V
456,2021-08-10 12:54:07,155498,TRUCK,4,4027,PCE7A4F34,F34,PTC V
457,2021-08-21 16:57:14,3127161,VAN,2,4072,PC69F3F14,F14,PTC V
458,2021-08-19 16:29:39,8415963,CAR,2,4067,PC1CCD955,955,PTE V
459,2021-08-05 03:33:30,4507082,CAR,2,4596,PC6558A56,A56,PTP V
460,2021-08-13 09:00:36,7935251,CAR,2,4729,PC5170BF4,BF4,PTE V
461,2021-08-11 19:02:46,2868406,CAR,2,4451,PCF95BF53,F53,PTE V
462,2021-08-02 19:31:03,2337912,CAR,2,4419,PC99BB7A3,7A3,PTE V
463,2021-08-16 16:30:43,3881228,CAR,2,4920,PC42A3AB0,AB0,PTE V
464,2021-08-11 01:51:46,5263238,CAR,2,4991,PC5B5C16D,16D,PTE V
465,2021-08-15 04:25:10,4571658,VAN,2,4622,PCF31BD97,D97,PTE V
466,2021-08-19 23:55:54,3017277,CAR,2,4642,PC17D596F,96F,PTE V
467,2021-08-22 03:51:32,9879687,CAR,2,4158,PCAA68777,777,PTP V
468,2021-08-13 10:00:03,4056126,CAR,2,4392,PCAF6E464,464,PTE V
469,2021-08-05 13:34:50,6201597,VAN,2,4091,PC2E099B4,9B4,PTE V
470,2021-08-03 01:04:46,5063598,TRUCK,4,4838,PCEECD973,973,PTP V
471,2021-08-15 06:09:40,4666427,CAR,2,4328,PC3777B8E,B8E,PTP V
472,2021-08-15 08:07:00,9169123,CAR,2,4038,PC77889B3,9B3,PTP V
473,2021-08-22 16:23:05,3521342,TRUCK,4,4129,PCA6127FF,7FF,PTP V
474,2021-07-30 07:28:31,4997147,CAR,2,4478,PCB02917E,17E,PTP V
475,2021-08-03 04:49:32,4334699,CAR,2,4879,PCC90A061,061,PTP V
476,2021-08-01 16:32:40,3896955,VAN,2,4924,PCE3427C5,7C5,PTP V
477,2021-08-01 14:13:06,685502,CAR,2,4215,PC4C76F48,F48,PTE V
478,2021-08-04 06:20:23,3723750,TRUCK,4,4385,PC148C815,815,PTC V
479,2021-08-22 14:50:30,8981107,CAR,2,4585,PCF3AE602,602,PTC V
480,2021-08-15 07:08:24,8161215,TRUCK,4,4060,PC481C9F9,9F9,PTE V
481,2021-08-21 11:14:40,5494532,TRUCK,4,4839,PCA0290AD,0AD,PTC V
482,2021-08-11 20:32:07,4709167,CAR,2,4442,PC05C2F86,F86,PTP V
483,2021-08-22 05:19:54,326314,CAR,2,4183,PCF5E7754,754,PTC V
484,2021-07-29 14:21:36,256879,CAR,2,4476,PC439FA2D,A2D,PTP V
485,2021-07-30 11:05:14,5763581,VAN,2,4753,PC6AA246E,46E,PTP V
486,2021-08-17 18:49:46,8131510,CAR,2,4437,PCBE6CB59,B59,PTP V
487,2021-08-09 03:42:43,8025290,CAR,2,4418,PCF6EECB2,CB2,PTE V
488,2021-07-30 01:56:01,1988177,CAR,2,4032,PC578F087,087,PTP V
489,2021-08-08 00:30:25,8145530,CAR,2,4835,PC4645718,718,PTE V
490,2021-08-10 06:44:29,3562599,VAN,2,4909,PCDED6F20,F20,PTE V
491,2021-08-17 16:54:51,1916677,CAR,2,4036,PCE6CC50C,50C,PTC V
492,2021-08-18 06:21:04,6726273,TRUCK,4,4096,PCFA4F864,864,PTE V
493,2021-08-04 23:24:38,8523480,CAR,2,4081,PCC825DB2,DB2,PTE V
494,2021-08-19 00:56:38,1631685,TRUCK,4,4573,PC4D8469D,69D,PTE V
495,2021-08-14 03:33:50,9252011,TRUCK,4,4675,PCE49911B,11B,PTC V
496,2021-08-21 22:03:13,7300558,CAR,2,4480,PC9A343F9,3F9,PTC V
497,2021-08-04 15:40:58,848840,CAR,2,4293,PC2A27502,502,PTE V
498,2021-08-13 20:46:37,4739032,CAR,2,4749,PC65C93B7,3B7,PTP V
499,2021-08-02 12:44:36,1489777,VAN,2,4110,PCF891CEB,CEB,PTP V
500,2021-08-05 17:09:26,7710222,CAR,2,4569,PC20129F9,9F9,PTP V
501,2021-08-13 02:03:31,6885916,CAR,2,4656,PC63844BC,4BC,PTC V
502,2021-08-04 18:50:39,1900389,TRUCK,4,4983,PCC3E4ADA,ADA,PTC V
503,2021-08-17 22:35:16,4875056,TRUCK,4,4289,PCF621E92,E92,PTP V
504,2021-08-14 04:09:11,9306326,TRUCK,4,4860,PCF4A2DA9,DA9,PTC V
505,2021-08-12 11:53:39,8211013,CAR,2,4130,PC9F22103,103,PTP V
506,2021-08-03 16:42:19,6412488,CAR,2,4199,PC7CCC47B,47B,PTE V
507,2021-08-06 07:58:40,8703705,CAR,2,4138,PC79E328A,28A,PTC V
508,2021-08-12 06:47:15,278147,TRUCK,4,4234,PC5EBC1E1,1E1,PTE V
509,2021-08-16 12:14:34,960545,VAN,2,4084,PC71D433F,33F,PTE V
510,2021-08-18 12:30:35,6056685,CAR,2,4711,PC340B4DE,4DE,PTE V
511,2021-08-04 20:40:31,4273899,TRUCK,4,4499,PC1EEDA04,A04,PTP V
512,2021-08-07 11:34:45,7485577,CAR,2,4709,PCC8C7059,059,PTE V
513,2021-08-16 20:54:00,120233,CAR,2,4452,PC8C7C5D7,5D7,PTC V
514,2021-08-03 01:50:31,2438318,CAR,2,4519,PC92A6471,471,PTP V
515,2021-08-03 09:35:23,5100664,TRUCK,4,4420,PCFDB2950,950,PTP V
516,2021-08-16 05:42:59,3119836,CAR,2,4838,PCEECD973,973,PTP V
517,2021-07-30 16:54:19,5631034,CAR,2,4203,PC5295A46,A46,PTP V
518,2021-08-17 11:29:11,8228986,TRUCK,4,4447,PC6B030C6,0C6,PTE V
519,2021-08-04 07:19:27,434238,CAR,2,4159,PC5631507,507,PTC V
520,2021-07-31 15:12:19,7664842,TRUCK,4,4276,PC4E15B39,B39,PTP V
521,2021-08-03 13:29:48,7262675,CAR,2,4037,PC0A50259,259,PTE V
522,2021-08-14 01:05:23,9771276,CAR,2,4332,PC3B258E9,8E9,PTP V
523,2021-08-22 08:29:54,9842071,TRUCK,4,4654,PCBA5D8AB,8AB,PTE V
524,2021-08-04 04:09:56,1914947,TRUCK,4,4787,PC1BDA119,119,PTC V
525,2021-07-30 17:17:39,1955268,CAR,2,4864,PC259547F,47F,PTC V
526,2021-08-01 07:35:06,5515957,CAR,2,4689,PC89C35AD,5AD,PTC V
527,2021-08-22 09:39:42,8622096,CAR,2,4646,PC3F8C42B,42B,PTC V
528,2021-08-17 07:32:18,8753559,TRUCK,4,4767,PC61F3A80,A80,PTE V
529,2021-08-12 01:36:59,3601495,CAR,2,4596,PC6558A56,A56,PTP V
530,2021-07-30 14:30:56,2025847,CAR,2,4616,PCE6675F9,5F9,PTC V
531,2021-08-04 05:06:49,9026973,CAR,2,4848,PCF0FC9B2,9B2,PTE V
532,2021-08-19 16:40:17,4905006,CAR,2,4747,PC5E524A1,4A1,PTE V
533,2021-08-08 06:59:35,3836559,CAR,2,4739,PC07289CF,9CF,PTP V
534,2021-07-29 11:33:13,280707,CAR,2,4655,PCF9CAB22,B22,PTE V
535,2021-08-06 09:14:44,1636541,VAN,2,4473,PC51FDD60,D60,PTC V
536,2021-07-30 23:12:08,7979017,TRUCK,4,4445,PC796A888,888,PTC V
537,2021-08-13 15:13:57,7543450,VAN,2,4189,PC7655FC1,FC1,PTP V
538,2021-08-08 21:10:36,2205725,CAR,2,4206,PCAC34A40,A40,PTP V
539,2021-08-11 03:02:20,4863506,CAR,2,4436,PC0CF9451,451,PTP V
540,2021-08-14 10:42:45,2456417,CAR,2,4658,PC1A58039,039,PTP V
541,2021-08-01 22:18:45,3298279,CAR,2,4755,PC628DCED,CED,PTP V
542,2021-08-01 05:51:52,6406520,CAR,2,4173,PC0EB640E,40E,PTC V
543,2021-08-10 23:03:49,7381678,CAR,2,4522,PC0A326BE,6BE,PTP V
544,2021-07-29 13:29:37,7377775,TRUCK,4,4856,PC7C042B7,2B7,PTE V
545,2021-07-30 18:20:15,5957136,CAR,2,4669,PC36675CE,5CE,PTP V
546,2021-08-15 20:31:58,9491195,CAR,2,4096,PCFA4F864,864,PTP V
547,2021-08-04 21:58:50,7578723,CAR,2,4383,PC4BFE950,950,PTC V
548,2021-08-04 16:17:42,7567440,CAR,2,4155,PC9042B3F,B3F,PTE V
549,2021-08-16 05:33:09,4296882,CAR,2,4402,PC85224D1,4D1,PTE V
550,2021-08-04 07:09:08,6011023,TRUCK,4,4904,PC36C6441,441,PTP V
551,2021-08-17 14:43:54,6498517,CAR,2,4282,PCCE002E5,2E5,PTP V
552,2021-08-11 23:34:57,2421022,VAN,2,4553,PC1D57D7F,D7F,PTE V
553,2021-08-17 01:08:43,6247569,CAR,2,4318,PCAD89FE3,FE3,PTP V
554,2021-08-08 00:12:08,7335690,CAR,2,4605,PCEB27C63,C63,PTC V
555,2021-08-21 18:52:48,5557139,CAR,2,4622,PCF31BD97,D97,PTP V
556,2021-08-12 13:31:35,3606424,CAR,2,4352,PC99B9343,343,PTC V
557,2021-08-03 01:12:48,213742,VAN,2,4142,PC7ACFF7C,F7C,PTE V
558,2021-08-10 05:50:23,271972,CAR,2,4739,PC07289CF,9CF,PTP V
559,2021-08-03 04:44:19,8708305,CAR,2,4575,PC84D9FC1,FC1,PTE V
560,2021-08-14 16:15:26,5595295,TRUCK,4,4538,PCDE5402C,02C,PTE V
561,2021-08-02 08:07:34,4047163,TRUCK,4,4497,PC76FDDEA,DEA,PTE V
562,2021-08-01 00:57:14,7410078,VAN,2,4728,PC07BF95F,95F,PTE V
563,2021-08-14 05:50:30,799900,CAR,2,4881,PCDE20E6F,E6F,PTP V
564,2021-08-12 23:19:11,3628285,CAR,2,4855,PC03C5C15,C15,PTE V
565,2021-08-02 01:08:32,1238213,TRUCK,4,4836,PCE78024A,24A,PTP V
566,2021-08-18 00:54:22,3114925,TRUCK,4,4106,PC9764C98,C98,PTP V
567,2021-08-04 14:20:15,8007927,TRUCK,4,4448,PC19F3DBB,DBB,PTP V
568,2021-08-06 01:11:44,7112490,CAR,2,4518,PCC7B407A,07A,PTP V
569,2021-08-19 01:13:28,7937564,VAN,2,4506,PCB24B68E,68E,PTP V
570,2021-08-13 23:32:55,6811197,CAR,2,4181,PC4457F74,F74,PTP V
571,2021-08-15 22:32:37,8837823,CAR,2,4423,PCF9F4940,940,PTC V
572,2021-08-04 01:35:34,8370925,CAR,2,4379,PC87C8BC4,BC4,PTE V
573,2021-07-30 20:11:56,2912692,CAR,2,4427,PCD70DDDF,DDF,PTP V
574,2021-08-10 16:10:19,1704930,TRUCK,4,4985,PCCA71D2C,D2C,PTE V
575,2021-08-19 07:55:38,9828050,CAR,2,4494,PC1592ACA,ACA,PTP V
576,2021-07-29 14:17:48,8691508,CAR,2,4472,PC303DD56,D56,PTP V
577,2021-08-16 08:36:18,5350555,CAR,2,4222,PC15EC378,378,PTC V
578,2021-08-12 11:21:14,87473,TRUCK,4,4690,PC45CC19A,19A,PTP V
579,2021-08-18 23:24:41,1402344,CAR,2,4447,PC6B030C6,0C6,PTE V
580,2021-08-20 18:01:26,604087,TRUCK,4,4422,PCF514246,246,PTP V
581,2021-08-07 05:29:19,9100282,TRUCK,4,4225,PCC1ED0C5,0C5,PTP V
582,2021-08-16 09:49:12,2977249,CAR,2,4793,PCD8E3CCB,CCB,PTE V
583,2021-08-07 03:43:24,100740,CAR,2,4502,PCB2CC82C,82C,PTP V
584,2021-08-15 04:37:00,176275,VAN,2,4324,PC9C3D708,708,PTC V
585,2021-08-02 08:14:54,3656732,VAN,2,4476,PC439FA2D,A2D,PTE V
586,2021-08-20 14:26:22,448181,CAR,2,4525,PCF64B519,519,PTE V
587,2021-08-17 02:57:33,7035330,TRUCK,4,4048,PC1FE6483,483,PTC V
588,2021-08-08 12:42:51,6030362,TRUCK,4,4737,PCED7EAFE,AFE,PTP V
589,2021-08-01 02:08:15,7220576,CAR,2,4726,PCF6540C0,0C0,PTE V
590,2021-08-02 02:55:18,1125429,CAR,2,4371,PC7E22FD8,FD8,PTC V
591,2021-08-17 07:35:42,9725410,CAR,2,4188,PCDB12C82,C82,PTC V
592,2021-08-17 05:16:38,7233815,CAR,2,4961,PC92C5115,115,PTP V
593,2021-08-22 11:37:54,9779572,CAR,2,4913,PC685427C,27C,PTC V
594,2021-08-13 05:56:53,9495937,VAN,2,4071,PCDBBCB68,B68,PTP V
595,2021-08-07 03:02:35,9617462,CAR,2,4127,PCA2D76A5,6A5,PTP V
596,2021-08-07 04:07:08,8297055,CAR,2,4207,PC76EDF79,F79,PTC V
597,2021-08-04 06:47:42,4910789,VAN,2,4882,PC8616CD8,CD8,PTC V
598,2021-08-07 09:19:48,1795010,TRUCK,4,4000,PC69C7DF3,DF3,PTC V
599,2021-08-06 11:42:14,1885601,TRUCK,4,4906,PC3D58C5E,C5E,PTE V
600,2021-08-08 22:24:25,4547568,TRUCK,4,4196,PC4B8A835,835,PTP V
601,2021-08-08 21:18:52,8915435,CAR,2,4125,PC8AAEF51,F51,PTC V
602,2021-08-18 21:20:47,6178034,CAR,2,4349,PC5AB6779,779,PTC V
603,2021-07-31 19:25:50,1203830,CAR,2,4197,PCE32ED40,D40,PTP V
604,2021-08-22 16:07:57,6687177,CAR,2,4763,PCC62D342,342,PTE V
605,2021-08-11 04:00:20,4272576,VAN,2,4933,PC419F41D,41D,PTC V
606,2021-08-05 07:32:55,8019404,CAR,2,4032,PC578F087,087,PTC V
607,2021-08-21 15:05:13,6637613,VAN,2,4706,PCD8D5094,094,PTC V
608,2021-08-18 21:39:19,4093668,CAR,2,4538,PCDE5402C,02C,PTP V
609,2021-08-17 14:56:04,6432466,VAN,2,4384,PC59A33DE,3DE,PTC V
610,2021-08-01 01:07:30,6224747,CAR,2,4400,PC3BD7D63,D63,PTP V
611,2021-08-08 13:12:58,1106516,VAN,2,4035,PC1B1D964,964,PTC V
612,2021-08-17 22:51:27,2028559,CAR,2,4709,PCC8C7059,059,PTC V
613,2021-08-10 23:10:02,7244363,VAN,2,4876,PCDFCFF53,F53,PTP V
614,2021-08-05 06:57:10,630060,CAR,2,4770,PC9082A17,A17,PTE V
615,2021-08-01 18:02:23,2402303,CAR,2,4472,PC303DD56,D56,PTP V
616,2021-08-02 20:55:27,6921835,VAN,2,4364,PCB33ACE8,CE8,PTE V
617,2021-08-16 01:19:24,4721228,CAR,2,4797,PCE2D63A7,3A7,PTP V
618,2021-08-13 15:17:30,9228124,CAR,2,4697,PCFDB2BA6,BA6,PTC V
619,2021-08-17 09:19:10,1749235,CAR,2,5006,PC7A260F1,0F1,PTC V
620,2021-08-22 04:37:03,8040472,CAR,2,4154,PC2C2EF9E,F9E,PTE V
621,2021-08-18 08:19:46,693334,VAN,2,4678,PCD175301,301,PTP V
622,2021-08-11 14:55:38,2858446,CAR,2,4919,PC7A3A5CF,5CF,PTP V
